login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
xyjsjruiliu;Darmstadt;8;44;7;3;0
fourplusone;Darmstadt, Germany;10;44;62;5;0
mschuma2;Darmstadt, Germany;1;42;0;3;0
irrenhaus;Darmstadt, Germany;29;41;24;1;0
DN-GSI;Darmstadt, Germany;0;41;0;3;0
jcnventura;Darmstadt, Germany;4;37;0;3;0
fixpunkt;Darmstadt, Germany;2;35;0;2;0
janstieler;64289 Darmstadt;4;35;11;3;0
avinashgokhale;Darmstadt, Germany;1;34;0;5;0
claui;Darmstadt, Germany;12;34;0;2;0
giorgimode;Darmstadt, Germany;2;33;0;2;0
ppissias;Darmstadt;0;31;0;1;0
NicoHaase;Darmstadt, Germany;5;30;0;2;0
Blackjacx;Darmstadt;5;30;15;3;0
bechtold;Darmstadt, Germany;4;30;0;1;0
nipuman;Darmstadt, Germany;0;30;0;2;0
Hosamnima;Darmstadt;0;28;0;2;0
rkamath3;Darmstadt;0;27;0;2;2
mjahn;Darmstadt, Germany;1;26;1;2;0
wlsc;TU Darmstadt;2;26;2;2;0
MartinLehmann1971;Darmstadt;2;25;0;2;0
harshkn;Darmstadt, Hessen;3;25;0;2;0
Hardknox;Würzburg / Darmstadt;0;24;0;2;0
patrickatamaniuk;Darmstadt;2;23;16;2;0
s3phir0th;Darmstadt;0;23;0;2;0
doertydoerk;Darmstadt/Germany;0;23;15;2;0
epaezrubio;Darmstadt, Germany;6;23;0;2;0
HenningAx;Darmstadt;0;22;0;2;0
aroneiermann;Darmstadt, Hessen, Germany;0;21;0;2;0
aconstantin;Darmstadt, Germany;2;21;0;2;0
maexe;Darmstadt, Germany;2;21;0;1;0
xeqtor;Darmstadt, Germany;1;20;0;2;0
amitbhanja;Darmstadt;1;19;0;1;0
fredreichbier;Darmstadt, Germany;44;19;196;3;0
tomhoefer;Darmstadt, Germany;0;18;0;2;0
thomaschneider;Darmstadt;2;17;0;1;0
matthieu-ft;Darmstadt;0;17;0;2;0
victorhahncastell;Darmstadt, Germany;0;17;0;2;0
martinhellwig;Darmstadt;0;16;0;3;3
raffael;Darmstadt;78;16;737;2;0
sewe;Darmstadt, Germany;1;16;0;2;0
udo1toni;Darmstadt;1;15;0;1;0
petermayer;Darmstadt;1;15;0;2;0
tstana;Darmstadt, Germany;0;15;0;2;0
n3ko1;Darmstadt;4;14;9;1;0
felixpeters;Darmstadt, Germany;4;14;1;1;0
Pfarrer;Darmstadt;2;14;1;2;0
Ad0vith;Darmstadt, Hessen;0;13;0;2;0
EhsanAmiryousefi;Darmstadt Germany;0;13;0;2;0
surajpkn;Darmstadt, Germany;0;12;0;1;0
mschader;Darmstadt;4;12;1;1;0
pedjak;Darmstadt, Germany;3;12;59;2;0
szengerle;Darmstadt;1;12;0;2;0
gsi-kanderle;Darmstadt, Germany;3;12;0;2;0
Agreon;Darmstadt, Germany;1;11;0;1;0
karabowi;Planckstraße 1, 64291 Darmstadt, Germany;0;10;0;2;0
shesselbach;Darmstadt, Germany;4;10;0;2;0
jibesh;Darmstadt, Hessen, Germany;0;10;1;2;0
buenaventure;Darmstadt;0;10;0;1;0
saburab;Darmstadt (Germany);1;9;2;1;0
simhue;Darmstadt;0;9;0;2;0
SaschaSchuenemann;Darmstadt;0;9;1;1;0
martindederer;Darmstadt;1;8;1;1;0
dvoineu;Darmstadt, Germany;0;8;0;1;0
pheraph;Darmstadt, Germany;7;8;17;1;0
MartinMajewski;Germany - Darmstadt;0;8;1;1;0
moritzmair;Darmstadt, Germany;0;8;0;1;0
jkarolus;Darmstadt;0;8;2;2;0
alech;Darmstadt, Germany;5;7;8;2;0
dbausch;Darmstadt, Germany;0;7;0;1;0
learnsomuch;Darmstadt;15;7;3;1;0
laberning;Darmstadt, Germany;0;7;0;2;0
beheist;Darmstadt, Germany;0;7;0;1;0
125m125;Darmstadt, Germany;0;7;0;2;0
sebschmidt;Darmstadt, Germany;0;6;0;3;0
AndreasFuchsSIT;Darmstadt, Germany;0;6;0;1;0
fholger;Darmstadt, Germany;0;6;65;2;0
mathiasuhl;Darmstadt, Hessen, Germany;0;6;1;1;0
anirban99;Darmstadt, Germany;1;6;0;1;0
Haaner87;Frankfurt / Darmstadt;0;6;0;1;0
blu-IT;Darmstadt / Golfo di Napoli;0;6;0;2;0
bkkalweit;Darmstadt, Germany;0;5;0;2;0
ksteitz;Darmstadt;0;5;0;1;0
AlexanderTaeschner;Darmstadt, Germany;1;5;0;2;0
wojtusch;Darmstadt, Germany;1;5;0;1;0
amohrhard;Darmstadt;1;5;0;1;0
f26e;Darmstadt, Germany;0;5;0;2;0
brightsolutions;Darmstadt / Germany;1;5;3;1;0
sebastian-deppisch;Darmstadt, Germany;0;5;0;1;0
jalalkhademi;Darmstadt, Germany;0;4;0;1;0
mhartle;Darmstadt, Germany;1;4;0;1;0
SimonButtazzi;Groß-Umstadt & Darmstadt, Germany;3;4;0;1;0
vlvovch;Darmstadt, Germany;0;4;0;2;0
incloud;Darmstadt, Germany;0;4;9;1;0
cluick;Darmstadt, Germany;0;4;0;1;0
roman-c;Darmstadt, Germany;0;4;0;2;0
olexs;Darmstadt;4;4;14;2;0
JiangJeng;Darmstadt, German;0;3;0;1;0
ahriz;Darmstadt, Germany;0;3;0;2;0
PatrickBaus;Darmstadt, Germany;0;3;0;1;0
farooqhaider;Darmstadt, Germany;0;3;0;1;0
aiQon;Darmstadt;4;3;1;2;0
simhof-basyskom;Darmstadt, Germany;0;3;0;1;0
MisterD123;Darmstadt, Germany;3;3;0;1;0
ProfRon;Darmstadt, Germany;4;3;0;1;0
jpwenzel;Darmstadt, Germany;5;3;15;1;0
dbriemann;Darmstadt;6;3;6;1;0
deepakbawari;Darmstadt, Germany;1;2;0;1;0
jofreund;Darmstadt, Germany;21;2;7;1;0
lemo;Darmstadt, Germany;1;2;4;1;0
skidr0w;Darmstadt, Germany;3;2;0;1;0
Maenshae;Darmstadt;0;2;0;1;0
drjackyl;Darmstadt;2;2;0;1;0
goldmar;Darmstadt;2;2;55;1;0
stephanmehlhase;Darmstadt;0;2;0;1;0
novabuildingit;Darmstadt, Germany;0;2;0;1;0
snaeqe;Darmstadt;0;2;0;1;0
karzelek-hi;Darmstadt, Germany;0;2;0;1;0
miroth;Darmstadt, Germany;1;2;0;1;0
kelko;Darmstadt, Germany;3;2;0;1;0
kellertobi91;Darmstadt;0;1;0;1;0
JonathanWhistler;Darmstadt;6;1;1;1;0
lennartdiedrich;Darmstadt, Germany;4;1;0;1;0
okuhn;Darmstadt, Germany;0;1;1;1;0
froqstar;Darmstadt, Germany;1;1;0;1;0
betoboullosa;Darmstadt, Germany;1;1;0;1;0
FabianKnapp;Darmstadt, Germany;2;1;3;1;0
boujama;Darmstadt;0;1;0;1;0
haberland;Darmstadt;2;1;1;1;0
schneidr;Darmstadt/Germany;1;1;3;1;0
patmuk;Darmstadt;1;1;0;1;0
frascm;Germany, Darmstadt;0;1;0;1;0
jkunz-sim-tu-darmstadt-de;Darmstadt, Germany;0;1;0;1;0
accolade;Darmstadt, Germany;0;1;0;1;0
dinkelaker;Darmstadt, Germany;1;1;4;1;0
maralorn;Darmstadt, Germany;13;1;7;1;0
Brokando;Darmstadt;0;1;0;1;0
manishaluthra;Darmstadt, Germany;2;1;1;1;0
e4t;Darmstadt/Germany;1;1;0;1;0
alidindin;Darmstadt;0;1;0;1;0
migasQ;Darmstadt;0;1;0;1;0
MTG-Formats;Darmstadt, Germany;0;1;0;1;0
matschmann;Darmstadt;1;1;0;1;0
